docType,billId,billNumber,session,title,description,status,statusDate,last_action,last_action_date,url,pdf_link,txt_link,amendments,amendment_links,seeAlso,history
Assembly Bill,1962311,AB23,2025-2026 Regular Session,Establishment of a Palliative Care Council. (FE),An Act to create 15.197 (22m) and 146.695 of the statutes; Relating to: establishment of a Palliative Care Council. (FE),Introduced,2025-02-07,Fiscal estimate received,2025-03-04,https://legiscan.com/WI/bill/AB23/2025,Bill Text/bill_3108553.pdf,Bill Text/bill_3108553.txt,Assembly Amendment 1,Bill Text/amendment_229567.pdf,Bill Text/amendment_229567.txt,,"2025-02-07 - Introduced; 2025-02-07 - Read first time and referred to Committee on Health, Aging and Long-Term Care; 2025-02-10 - Representative Udell added as a coauthor; 2025-02-11 - Representatives Ortiz-Velez and Stubbs added as coauthors; 2025-02-12 - Public hearing held; 2025-02-13 - Representative Sinicki added as a coauthor; 2025-02-18 - Assembly Amendment 1 offered by Representative Snyder; 2025-02-18 - Representative Fitzgerald added as a coauthor; 2025-02-24 - Representative Miresse added as a coauthor; 2025-03-04 - Fiscal estimate received"
Assembly Bill,1967971,AB24,2025-2026 Regular Session,County sheriff assistance with certain federal immigration functions. (FE),An Act to create 59.28 (3) and 79.039 (1g) of the statutes; Relating to: county sheriff assistance with certain federal immigration functions. (FE),Introduced,2025-02-12,Public hearing held,2025-02-26,https://legiscan.com/WI/bill/AB24/2025,Bill Text/bill_3116734.pdf,Bill Text/bill_3116734.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-02-18 - Representative Gustafson added as a coauthor; 2025-02-26 - Public hearing held
Assembly Bill,1970309,AB25,2025-2026 Regular Session,"An incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.","An Act to repeal 196.485 (1) (cr), 196.485 (1) (ef) and 196.485 (3g); to create 196.485 (1) (cr), 196.485 (1) (ef) and 196.485 (3g) of the statutes; Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.",Introduced,2025-02-13,Assembly Amendment 2 offered by Representative Knodl,2025-03-05,https://legiscan.com/WI/bill/AB25/2025,Bill Text/bill_3119853.pdf,Bill Text/bill_3119853.txt,Assembly Amendment 1; Assembly Amendment 2,Bill Text/amendment_233475.pdf; Bill Text/amendment_234347.pdf,Bill Text/amendment_233475.txt; Bill Text/amendment_234347.txt,,"2025-02-13 - Introduced; 2025-02-13 - Read first time and referred to Committee on Energy and Utilities; 2025-02-14 - Senator Wanggaard added as a cosponsor; 2025-02-25 - Senator Feyen added as a cosponsor; 2025-02-27 - Senator Marklein added as a cosponsor; 2025-03-03 - Assembly Amendment 1 offered by Representatives Brooks, Gundrum, Murphy, Moses and Green; 2025-03-04 - Public hearing held; 2025-03-05 - Assembly Amendment 2 offered by Representative Knodl"
Assembly Bill,1972724,AB26,2025-2026 Regular Session,Battery or threat to jurors and providing a penalty.,"An Act to renumber and amend 940.20 (3) (title) and 940.20 (3); to amend 48.685 (2) (bb), 48.685 (5) (bm) 4., 48.686 (1) (c) 9., 48.686 (1) (c) 12., 48.686 (2) (bb), 50.065 (2) (bb), 165.70 (1) (b), 165.84 (7) (ab) 2., 301.048 (2) (bm) 1. a., 767.461 (4), 940.03, 941.29 (1g) (a), 941.291 (1) (b), 941.39 (title), 946.82 (4), 949.03 (2), 968.26 (1b) (a) 2. a., 969.08 (10) (b), 973.049 (2) and 973.123 (1); to create 939.22 (21) (es), 940.202 (1) and (3) and 941.38 (1) (b) 5s. of the statutes; Relating to: battery or threat to jurors and providing a penalty.",Introduced,2025-02-17,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-17,https://legiscan.com/WI/bill/AB26/2025,Bill Text/bill_3126853.pdf,Bill Text/bill_3126853.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1972872,AB27,2025-2026 Regular Session,Expanding veterans benefits to individuals who served in Laos in support of the United States during the Vietnam War.,"An Act to amend 45.44 (3) (c) (intro.) and 45.51 (2) (a) 1.; to create 36.27 (2) (b) 5., 36.27 (3p) (a) 1r. g., 38.24 (8) (a) 1r. g. and 45.01 (12) (fm) of the statutes; Relating to: expanding veterans benefits to individuals who served in Laos in support of the United States during the Vietnam War.",Introduced,2025-02-17,Read first time and referred to Committee on Veterans and Military Affairs,2025-02-17,https://legiscan.com/WI/bill/AB27/2025,Bill Text/bill_3126996.pdf,Bill Text/bill_3126996.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Veterans and Military Affairs
Assembly Bill,1972637,AB28,2025-2026 Regular Session,Special registration plates with white lettering on a black background. (FE),"An Act to amend 341.14 (6r) (e) and 341.14 (6r) (fm) 7.; to create 341.14 (6r) (b) 23., 341.14 (6r) (cm) and 341.14 (6r) (f) 70. of the statutes; Relating to: special registration plates with white lettering on a black background. (FE)",Introduced,2025-02-17,Read first time and referred to Committee on Transportation,2025-02-17,https://legiscan.com/WI/bill/AB28/2025,Bill Text/bill_3126771.pdf,Bill Text/bill_3126771.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Transportation
Assembly Bill,1972957,AB29,2025-2026 Regular Session,Impoundment of vehicles used in certain traffic offenses.,An Act to create 345.13 of the statutes; Relating to: impoundment of vehicles used in certain traffic offenses.,Introduced,2025-02-17,Assembly Amendment 2 offered by Representative Penterman,2025-02-20,https://legiscan.com/WI/bill/AB29/2025,Bill Text/bill_3127074.pdf,Bill Text/bill_3127074.txt,Assembly Amendment 1; Assembly Amendment 2,Bill Text/amendment_230648.pdf; Bill Text/amendment_230649.pdf,Bill Text/amendment_230648.txt; Bill Text/amendment_230649.txt,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-02-20 - Assembly Amendment 1 offered by Representative Penterman; 2025-02-20 - Assembly Amendment 2 offered by Representative Penterman
Assembly Bill,1972911,AB30,2025-2026 Regular Session,Prohibiting a foreign adversary from acquiring agricultural or forestry land in this state.,"An Act to renumber and amend 710.02 (1) and 710.02 (9); to amend 710.02 (2) (intro.), 710.02 (3), 710.02 (5) (a) (intro.), 710.02 (5) (a) 1., 710.02 (5) (a) 2. and 710.02 (6); to create 710.02 (1g), 710.02 (1r) (d) and 710.02 (9) (b) of the statutes; Relating to: prohibiting a foreign adversary from acquiring agricultural or forestry land in this state.",Introduced,2025-02-17,Representative O'Connor added as a coauthor,2025-02-18,https://legiscan.com/WI/bill/AB30/2025,Bill Text/bill_3127033.pdf,Bill Text/bill_3127033.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Agriculture; 2025-02-18 - Representative O'Connor added as a coauthor
Assembly Bill,1972736,AB31,2025-2026 Regular Session,Repair and replacement of implements of husbandry under warranty.,An Act to create subchapter XI of chapter 218 [precedes 218.60] of the statutes; Relating to: repair and replacement of implements of husbandry under warranty.,Introduced,2025-02-17,Representative J. Jacobson added as a coauthor,2025-02-21,https://legiscan.com/WI/bill/AB31/2025,Bill Text/bill_3126865.pdf,Bill Text/bill_3126865.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Agriculture; 2025-02-21 - Representative J. Jacobson added as a coauthor
Assembly Bill,1972823,AB32,2025-2026 Regular Session,Access to public high schools for military recruiters.,An Act to amend 119.04 (1); to create 118.40 (4) (ar) 3. and 120.12 (29) of the statutes; Relating to: access to public high schools for military recruiters.,Introduced,2025-02-17,Read first time and referred to Committee on Education,2025-02-17,https://legiscan.com/WI/bill/AB32/2025,Bill Text/bill_3126948.pdf,Bill Text/bill_3126948.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Education
Assembly Bill,1972649,AB33,2025-2026 Regular Session,Representations depicting nudity and providing a penalty.,"An Act to create 942.09 (1) (e), 942.09 (2) (am) 4. and 942.09 (3m) (a) 3. of the statutes; Relating to: representations depicting nudity and providing a penalty.",Introduced,2025-02-17,"Read first time and referred to Committee on Science, Technology, and AI",2025-02-17,https://legiscan.com/WI/bill/AB33/2025,Bill Text/bill_3126783.pdf,Bill Text/bill_3126783.txt,,,,,"2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Science, Technology, and AI"
Assembly Bill,1972700,AB34,2025-2026 Regular Session,Court-issued criminal complaints in officer-involved deaths.,An Act to renumber 968.02 (3) and 968.26 (2) (d); to create 968.02 (3) (b) and 968.26 (2) (d) 2. of the statutes; Relating to: court-issued criminal complaints in officer-involved deaths.,Introduced,2025-02-17,Read first time and referred to Committee on Judiciary,2025-02-17,https://legiscan.com/WI/bill/AB34/2025,Bill Text/bill_3126830.pdf,Bill Text/bill_3126830.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Judiciary
Assembly Bill,1972772,AB35,2025-2026 Regular Session,Withdrawal of candidacy for certain offices filled at the general election and providing a penalty. (FE),"An Act to create 8.35 (1m), 12.13 (3) (ag) and 12.60 (1) (am) of the statutes; Relating to: withdrawal of candidacy for certain offices filled at the general election and providing a penalty. (FE)",Introduced,2025-02-17,Fiscal estimate received,2025-02-28,https://legiscan.com/WI/bill/AB35/2025,Bill Text/bill_3126899.pdf,Bill Text/bill_3126899.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Campaigns and Elections; 2025-02-28 - Fiscal estimate received
Assembly Bill,1972885,AB36,2025-2026 Regular Session,Law enforcement and firefighter annuitants in the Wisconsin Retirement System who are rehired by a participating employer. (FE),"An Act to amend 40.22 (1), 40.22 (2m) (intro.), 40.22 (2r) (intro.) and 40.22 (3) (intro.); to create 40.26 (7) of the statutes; Relating to: law enforcement and firefighter annuitants in the Wisconsin Retirement System who are rehired by a participating employer. (FE)",Introduced,2025-02-17,Fiscal estimate received,2025-03-03,https://legiscan.com/WI/bill/AB36/2025,Bill Text/bill_3127008.pdf,Bill Text/bill_3127008.txt,,,,,"2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Workforce Development, Labor, and Integrated Employment; 2025-02-20 - Representative Green withdrawn as a coauthor; 2025-02-21 - Representative J. Jacobson added as a coauthor; 2025-03-03 - Fiscal estimate received"
Assembly Bill,1972835,AB37,2025-2026 Regular Session,Personalized registration plate fees for gold star family special registration plates. (FE),An Act to amend 341.145 (3) of the statutes; Relating to: personalized registration plate fees for gold star family special registration plates. (FE),Introduced,2025-02-17,Read first time and referred to Committee on Transportation,2025-02-17,https://legiscan.com/WI/bill/AB37/2025,Bill Text/bill_3126960.pdf,Bill Text/bill_3126960.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Transportation
Assembly Bill,1972859,AB38,2025-2026 Regular Session,An income tax exemption for cash tips paid to an employee. (FE),"An Act to repeal 71.63 (6) (n) 1. and 71.63 (6) (n) 2.; to renumber and amend 71.63 (6) (n) (intro.); to amend 71.05 (6) (b) 19. cm., 71.05 (6) (b) 19. dm., 71.05 (6) (b) 28. e., 71.05 (6) (b) 28. f., 71.05 (6) (b) 32. b., 71.05 (6) (b) 32. c., 71.05 (6) (b) 33. b., 71.05 (6) (b) 33. c., 71.05 (6) (b) 35. c., 71.05 (6) (b) 35. d., 71.05 (6) (b) 38. c., 71.05 (6) (b) 38. d., 71.05 (6) (b) 42. c., 71.05 (6) (b) 42. d. and 71.05 (6) (b) 43. f.; to create 71.05 (1) (j) of the statutes; Relating to: an income tax exemption for cash tips paid to an employee. (FE)",Introduced,2025-02-17,Fiscal estimate received,2025-02-28,https://legiscan.com/WI/bill/AB38/2025,Bill Text/bill_3126984.pdf,Bill Text/bill_3126984.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Ways and Means; 2025-02-18 - Representative Gustafson added as a coauthor; 2025-02-28 - Fiscal estimate received
Assembly Bill,1972947,AB39,2025-2026 Regular Session,Requiring state employees to perform their work at the offices of their employer.,An Act to create 230.35 (6) of the statutes; Relating to: requiring state employees to perform their work at the offices of their employer.,Introduced,2025-02-17,Representative O'Connor added as a coauthor,2025-02-18,https://legiscan.com/WI/bill/AB39/2025,Bill Text/bill_3127066.pdf,Bill Text/bill_3127066.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on State Affairs; 2025-02-18 - Representative O'Connor added as a coauthor
Assembly Bill,1972748,AB40,2025-2026 Regular Session,School safety grants and making an appropriation. (FE),An Act to repeal 20.455 (2) (fc); to create 20.455 (2) (fc) of the statutes; Relating to: school safety grants and making an appropriation. (FE),Introduced,2025-02-17,Read first time and referred to Committee on Education,2025-02-17,https://legiscan.com/WI/bill/AB40/2025,Bill Text/bill_3126876.pdf,Bill Text/bill_3126876.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Education
Assembly Bill,1972686,AB41,2025-2026 Regular Session,Local regulation of vegetable gardens.,An Act to create 66.04075 of the statutes; Relating to: local regulation of vegetable gardens.,Introduced,2025-02-17,Read first time and referred to Committee on Local Government,2025-02-17,https://legiscan.com/WI/bill/AB41/2025,Bill Text/bill_3126817.pdf,Bill Text/bill_3126817.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Local Government
Assembly Bill,1972799,AB42,2025-2026 Regular Session,Local regulation of fowl.,An Act to create 66.0443 of the statutes; Relating to: local regulation of fowl.,Introduced,2025-02-17,Representative Tusler added as a coauthor,2025-02-19,https://legiscan.com/WI/bill/AB42/2025,Bill Text/bill_3126925.pdf,Bill Text/bill_3126925.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Local Government; 2025-02-19 - Representative Tusler added as a coauthor
Assembly Bill,1972787,AB43,2025-2026 Regular Session,"Permitting pharmacists to prescribe certain contraceptives, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty. (FE)","An Act to amend 450.095 (title) and 450.095 (3); to create 49.46 (2) (bg), 450.01 (16) (L), 450.095 (1) (ag) and (ar) and 450.095 (2m) of the statutes; Relating to: permitting pharmacists to prescribe certain contraceptives, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty. (FE)",Introduced,2025-02-17,Fiscal estimate received,2025-02-24,https://legiscan.com/WI/bill/AB43/2025,Bill Text/bill_3126914.pdf,Bill Text/bill_3126914.txt,,,,,"2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Health, Aging and Long-Term Care; 2025-02-18 - Senators Spreitzer and Habush Sinykin added as cosponsors; 2025-02-18 - Representative Fitzgerald added as a coauthor; 2025-02-19 - Representatives DeSmidt and Tusler added as coauthors; 2025-02-21 - Representatives Madison and Clancy added as coauthors; 2025-02-24 - Fiscal estimate received"
Assembly Bill,1972935,AB44,2025-2026 Regular Session,"Allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.","An Act to amend 69.01 (6g); to create 69.01 (1g) and 69.18 (1) (cL) of the statutes; Relating to: allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.",Introduced,2025-02-17,Representative Tusler added as a coauthor,2025-02-19,https://legiscan.com/WI/bill/AB44/2025,Bill Text/bill_3127055.pdf,Bill Text/bill_3127055.txt,,,,,"2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Health, Aging and Long-Term Care; 2025-02-19 - Representative Tusler added as a coauthor"
Assembly Bill,1972712,AB45,2025-2026 Regular Session,Ratification of the Dietitian Licensure Compact. (FE),"An Act to renumber and amend 448.78; to amend 146.81 (1) (em), 146.997 (1) (d) 6., 252.14 (1) (ar) 4m., 253.065 (3), 253.065 (5), 440.03 (9) (a) (intro.), 440.03 (9) (a) 2., 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (f), 446.02 (6m), 448.70 (1m), 448.72 (6), 448.74 (1), 448.78 (title), 448.80, 448.82, 448.87 (2) (intro.), 448.87 (2) (a), 448.956 (1m) and 450.10 (3) (a) 5m.; to repeal and recreate 632.895 (1) (b) 5. b.; to create 14.833, 440.03 (11m) (c) 2rm., 440.03 (13) (c) 1. gm., 448.70 (1r), 448.70 (1s), 448.78 (1m) (title), 448.78 (1m) (f), 448.78 (2m), (3m) and (4m) and subchapter XIV of chapter 448 [precedes 448.9887] of the statutes; Relating to: ratification of the Dietitian Licensure Compact. (FE)",Introduced,2025-02-17,Representative Mayadev added as a coauthor,2025-02-26,https://legiscan.com/WI/bill/AB45/2025,Bill Text/bill_3126842.pdf,Bill Text/bill_3126842.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Regulatory Licensing Reform; 2025-02-21 - Representative J. Jacobson added as a coauthor; 2025-02-25 - Senator Ratcliff added as a cosponsor; 2025-02-26 - Representative Mayadev added as a coauthor
Assembly Bill,1972897,AB46,2025-2026 Regular Session,Flags flown at state and local government buildings and eliminating a related administrative rule.,An Act to create 1.14 (1) (am) and 1.14 (1m) of the statutes; Relating to: flags flown at state and local government buildings and eliminating a related administrative rule.,Introduced,2025-02-17,Read first time and referred to Committee on Local Government,2025-02-17,https://legiscan.com/WI/bill/AB46/2025,Bill Text/bill_3127019.pdf,Bill Text/bill_3127019.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Local Government
Assembly Bill,1972661,AB47,2025-2026 Regular Session,Tuition and fee remission for certain veterans and their dependents enrolled in the University of Wisconsin System or a technical college. (FE),"An Act to amend 36.27 (3n) (a) 1m. a., 36.27 (3n) (a) 1m. b., 36.27 (3n) (b) (intro.), 36.27 (3n) (bd), 36.27 (3n) (bg), 36.27 (3n) (bm), 36.27 (3n) (c), 36.27 (3p) (a) 1r. (intro.), 38.24 (7) (a) 1m. a., 38.24 (7) (a) 1m. b., 38.24 (7) (a) 1p., 38.24 (7) (b) (intro.), 38.24 (7) (bd), 38.24 (7) (bg), 38.24 (7) (bm) and 38.24 (8) (a) 1r. (intro.); to create 36.27 (3n) (a) 1r. of the statutes; Relating to: tuition and fee remission for certain veterans and their dependents enrolled in the University of Wisconsin System or a technical college. (FE)",Introduced,2025-02-17,Fiscal estimate received,2025-03-05,https://legiscan.com/WI/bill/AB47/2025,Bill Text/bill_3126794.pdf,Bill Text/bill_3126794.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Veterans and Military Affairs; 2025-02-19 - Representative Tusler added as a coauthor; 2025-03-05 - Fiscal estimate received
Assembly Bill,1972674,AB48,2025-2026 Regular Session,Providing state aid to reimburse public and private schools that provide free meals to all pupils for the costs of those meals and making an appropriation. (FE),"An Act to repeal 115.341; to renumber 115.34 (1); to amend 20.255 (1) (jg), 20.255 (2) (cm), 20.255 (2) (cn), 115.34 (title), 115.34 (2) and 115.341 (1); to create 20.255 (2) (cL), 115.34 (1g) and 115.34 (3) to (5) of the statutes; Relating to: providing state aid to reimburse public and private schools that provide free meals to all pupils for the costs of those meals and making an appropriation. (FE)",Introduced,2025-02-17,Read first time and referred to Committee on Education,2025-02-17,https://legiscan.com/WI/bill/AB48/2025,Bill Text/bill_3126806.pdf,Bill Text/bill_3126806.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Education
Assembly Bill,1972923,AB49,2025-2026 Regular Session,A minor’s authority to consent to health care.,An Act to create 48.374 of the statutes; Relating to: a minor’s authority to consent to health care.,Introduced,2025-02-17,Representative Rivera-Wagner added as a coauthor,2025-02-18,https://legiscan.com/WI/bill/AB49/2025,Bill Text/bill_3127043.pdf,Bill Text/bill_3127043.txt,,,,,"2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on Health, Aging and Long-Term Care; 2025-02-18 - Representative Rivera-Wagner added as a coauthor"
Assembly Bill,1974122,AB50,2025-2026 Regular Session,"State finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)","An Act; Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)",Introduced,2025-02-18,Read first time and referred to joint survey committee on Retirement Systems,2025-02-18,https://legiscan.com/WI/bill/AB50/2025,Bill Text/bill_3129008.pdf,Bill Text/bill_3129008.txt,,,,,2025-02-18 - Introduced; 2025-02-18 - Read first time and referred to Joint Committee on Finance; 2025-02-18 - Read first time and referred to joint survey committee on Tax Exemptions; 2025-02-18 - Read first time and referred to joint survey committee on Retirement Systems
Assembly Bill,1977778,AB51,2025-2026 Regular Session,Participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.,"An Act to amend 19.32 (1) and 19.82 (1); to create 19.32 (1db), 19.36 (17) and (18), 19.82 (1m) and 118.1335 of the statutes; Relating to: participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.",Introduced,2025-02-20,Read first time and referred to Committee on Education,2025-02-20,https://legiscan.com/WI/bill/AB51/2025,Bill Text/bill_3133764.pdf,Bill Text/bill_3133764.txt,,,,,2025-02-20 - Introduced; 2025-02-20 - Read first time and referred to Committee on Education
Assembly Bill,1977971,AB52,2025-2026 Regular Session,Expanding the homestead income tax credit. (FE),"An Act to repeal 71.54 (1) (g) 5. and 71.54 (1) (g) 7.; to amend 71.54 (1) (g) (intro.), 71.54 (1) (g) 4., 71.54 (1) (g) 6. (intro.), 71.54 (2) (b) 4. and 71.54 (2m); to create 71.54 (1) (h) and 71.54 (2) (b) 5. of the statutes; Relating to: expanding the homestead income tax credit. (FE)",Introduced,2025-02-20,Read first time and referred to Committee on Ways and Means,2025-02-20,https://legiscan.com/WI/bill/AB52/2025,Bill Text/bill_3133951.pdf,Bill Text/bill_3133951.txt,,,,,2025-02-20 - Introduced; 2025-02-20 - Read first time and referred to Committee on Ways and Means
Assembly Bill,1981766,AB53,2025-2026 Regular Session,Special circumstances battery to a community service officer and providing a penalty.,"An Act to amend 940.203 (2) (intro.), (a) and (b) of the statutes; Relating to: special circumstances battery to a community service officer and providing a penalty.",Introduced,2025-02-24,Assembly Amendment 1 offered by Representative Goeben,2025-03-04,https://legiscan.com/WI/bill/AB53/2025,Bill Text/bill_3138987.pdf,Bill Text/bill_3138987.txt,Assembly Amendment 1,Bill Text/amendment_233669.pdf,Bill Text/amendment_233669.txt,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-03-04 - Assembly Amendment 1 offered by Representative Goeben
Assembly Bill,1981841,AB54,2025-2026 Regular Session,Utilization management controls for antipsychotic prescription drugs under the Medical Assistance program. (FE),An Act to create 49.45 (9o) of the statutes; Relating to: utilization management controls for antipsychotic prescription drugs under the Medical Assistance program. (FE),Introduced,2025-02-24,"Read first time and referred to Committee on Health, Aging and Long-Term Care",2025-02-24,https://legiscan.com/WI/bill/AB54/2025,Bill Text/bill_3139062.pdf,Bill Text/bill_3139062.txt,,,,,"2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Health, Aging and Long-Term Care"
Assembly Bill,1981742,AB55,2025-2026 Regular Session,Possession of a firearm on school grounds by school employees and fees for licenses to carry a concealed weapon. (FE),"An Act to repeal 175.60 (7) (d) and 175.60 (15) (b) 4. (intro.) and b.; to renumber and amend 175.60 (7) (c), 175.60 (15) (b) 4. a., 948.605 (2) (a) and 948.605 (2) (b) 1r.; to amend 20.455 (2) (gr), 175.60 (2g) (a) and 175.60 (5) (a) 6.; to create 175.60 (7) (cm) (intro.) and 2., 175.60 (15) (b) 3. (intro.) and b., 948.605 (1) (aj) and 948.605 (2) (bm) 1. of the statutes; Relating to: possession of a firearm on school grounds by school employees and fees for licenses to carry a concealed weapon. (FE)",Introduced,2025-02-24,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-24,https://legiscan.com/WI/bill/AB55/2025,Bill Text/bill_3138964.pdf,Bill Text/bill_3138964.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1981790,AB56,2025-2026 Regular Session,Requiring the display of the national motto in public schools and on public buildings. (FE),An Act to amend 1.14 (title) and 118.06 (title); to create 1.14 (3) and 118.06 (3) of the statutes; Relating to: requiring the display of the national motto in public schools and on public buildings. (FE),Introduced,2025-02-24,Read first time and referred to Committee on Education,2025-02-24,https://legiscan.com/WI/bill/AB56/2025,Bill Text/bill_3139010.pdf,Bill Text/bill_3139010.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Education
Assembly Bill,1981779,AB57,2025-2026 Regular Session,Requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.,An Act to create 20.932 of the statutes; Relating to: requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.,Introduced,2025-02-24,Read first time and referred to Committee on Criminal Justice and Public Safety,2025-02-24,https://legiscan.com/WI/bill/AB57/2025,Bill Text/bill_3138999.pdf,Bill Text/bill_3138999.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Criminal Justice and Public Safety
Assembly Bill,1981865,AB58,2025-2026 Regular Session,"Flags flown, hung, or displayed from a flagpole or the exterior of state and local buildings and eliminating a related administrative rule.","An Act to create 1.14 (1m) of the statutes; Relating to: flags flown, hung, or displayed from a flagpole or the exterior of state and local buildings and eliminating a related administrative rule.",Introduced,2025-02-24,Read first time and referred to Committee on State Affairs,2025-02-24,https://legiscan.com/WI/bill/AB58/2025,Bill Text/bill_3139085.pdf,Bill Text/bill_3139085.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on State Affairs
Assembly Bill,1981854,AB59,2025-2026 Regular Session,The use of federal capitalization grant funds for lead service line replacement. (FE),An Act to amend 281.61 (2r) (e) of the statutes; Relating to: the use of federal capitalization grant funds for lead service line replacement. (FE),Introduced,2025-02-24,Read first time and referred to Committee on Energy and Utilities,2025-02-24,https://legiscan.com/WI/bill/AB59/2025,Bill Text/bill_3139074.pdf,Bill Text/bill_3139074.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Energy and Utilities
Assembly Bill,1982000,AB60,2025-2026 Regular Session,Referendum questions for certain referenda that affect property taxes. (FE),"An Act to renumber and amend 67.05 (3) (d); to amend 38.16 (3) (br) 3., 66.0602 (4) (c) and 121.91 (3) (c); to create 67.05 (3) (d) 3., 4. and 5. of the statutes; Relating to: referendum questions for certain referenda that affect property taxes. (FE)",Introduced,2025-02-24,Read first time and referred to Committee on Education,2025-02-24,https://legiscan.com/WI/bill/AB60/2025,Bill Text/bill_3139211.pdf,Bill Text/bill_3139211.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Education
Assembly Bill,1981904,AB61,2025-2026 Regular Session,Injuring or killing a police or fire animal and providing a penalty.,An Act to amend 951.18 (2m) of the statutes; Relating to: injuring or killing a police or fire animal and providing a penalty.,Introduced,2025-02-24,Representative McCarville added as a coauthor,2025-03-04,https://legiscan.com/WI/bill/AB61/2025,Bill Text/bill_3139122.pdf,Bill Text/bill_3139122.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Criminal Justice and Public Safety; 2025-03-04 - Representative McCarville added as a coauthor
