docType,billId,billNumber,session,title,description,status,statusDate,last_action,last_action_date,url,pdf_link,txt_link,amendments,amendment_links,seeAlso,history
Assembly Resolution,1952356,AR3,2025-2026 Regular Session,"Observing February 28, 2025, as Rare Disease Day in Wisconsin.","Relating to: observing February 28, 2025, as Rare Disease Day in Wisconsin.",Signed,2025-02-19,Representative Stubbs added as a coauthor,2025-02-21,https://legiscan.com/WI/bill/AR3/2025,Bill Text/bill_3096345.pdf,Bill Text/bill_3096345.txt,,,,,"2025-02-03 - Introduced; 2025-02-03 - Read and referred to Committee on Rules; 2025-02-17 - Representative Green withdrawn as a coauthor; 2025-02-17 - Referred to calendar of 2-19-2025 pursuant to Assembly Rule 45 (1); 2025-02-19 - Representatives DeSanto, Clancy and Miresse added as coauthors; 2025-02-19 - Adopted; 2025-02-21 - Representative Stubbs added as a coauthor"
Assembly Resolution,1968867,AR4,2025-2026 Regular Session,Proclaiming our appreciation and respect for our Grocery and Retail Food Employees.,Relating to: proclaiming our appreciation and respect for our Grocery and Retail Food Employees.,Signed,2025-02-19,Adopted,2025-02-19,https://legiscan.com/WI/bill/AR4/2025,Bill Text/bill_3118085.pdf,Bill Text/bill_3118085.txt,,,,,2025-02-13 - Introduced; 2025-02-13 - Read and referred to Committee on Rules; 2025-02-17 - Referred to calendar of 2-19-2025 pursuant to Assembly Rule 45 (1); 2025-02-17 - Representative O'Connor added as a coauthor; 2025-02-18 - Representatives Gustafson and Arney added as coauthors; 2025-02-19 - Representative Tenorio added as a coauthor; 2025-02-19 - Adopted
Assembly Resolution,1981965,AR5,2025-2026 Regular Session,"Celebrating Saint Patrick’s Day on March 17, 2025.","Relating to: celebrating Saint Patrick’s Day on March 17, 2025.",Introduced,2025-02-24,Read and referred to Committee on Rules,2025-02-24,https://legiscan.com/WI/bill/AR5/2025,Bill Text/bill_3139179.pdf,Bill Text/bill_3139179.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read and referred to Committee on Rules
Assembly Joint Resolution,1903327,AJR1,2025-2026 Regular Session,Requiring photographic identification to vote in any election (second consideration).,To create section 1m of article III of the constitution; Relating to: requiring photographic identification to vote in any election (second consideration).,Introduced,2025-01-06,Laid on the table,2025-01-14,https://legiscan.com/WI/bill/AJR1/2025,Bill Text/bill_3040434.pdf,Bill Text/bill_3040434.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Read first time and referred to Committee on Campaigns and Elections; 2025-01-07 - Representative Tranel added as a coauthor; 2025-01-08 - Public hearing held; 2025-01-09 - Executive action taken; 2025-01-09 - Report adoption recommended by Committee on Campaigns and Elections, Ayes 5, Noes 2; 2025-01-09 - Referred to committee on Rules; 2025-01-09 - Placed on calendar 1-14-2025 by Committee on Rules; 2025-01-10 - Representative Rodriguez added as a coauthor; 2025-01-14 - Laid on the table"
Assembly Joint Resolution,1952750,AJR2,2025-2026 Regular Session,"Celebrating the 51st anniversary of the American Birkebeiner and proclaiming February 17 to 23, 2025, as American Birkebeiner Week in Wisconsin.","Relating to: celebrating the 51st anniversary of the American Birkebeiner and proclaiming February 17 to 23, 2025, as American Birkebeiner Week in Wisconsin.",Engrossed,2025-02-19,Available for scheduling,2025-02-21,https://legiscan.com/WI/bill/AJR2/2025,Bill Text/bill_3096737.pdf,Bill Text/bill_3096737.txt,,,,,2025-02-03 - Introduced; 2025-02-03 - Read and referred to Committee on Rules; 2025-02-14 - Representative Stroud added as a coauthor; 2025-02-17 - Referred to calendar of 2-19-2025 pursuant to Assembly Rule 45 (1); 2025-02-19 - Adopted; 2025-02-19 - Ordered immediately messaged; 2025-02-20 - Received from Assembly; 2025-02-21 - Read and referred to committee on Senate Organization; 2025-02-21 - Available for scheduling
Assembly Joint Resolution,1958982,AJR3,2025-2026 Regular Session,Proclaiming January 2025 as Human Trafficking Awareness and Prevention Month in the state of Wisconsin.,Relating to: proclaiming January 2025 as Human Trafficking Awareness and Prevention Month in the state of Wisconsin.,Introduced,2025-02-06,Read and referred to Committee on Rules,2025-02-06,https://legiscan.com/WI/bill/AJR3/2025,Bill Text/bill_3104567.pdf,Bill Text/bill_3104567.txt,,,,,2025-02-06 - Introduced; 2025-02-06 - Read and referred to Committee on Rules
Assembly Joint Resolution,1964106,AJR4,2025-2026 Regular Session,Honoring the life and public service of Justice David T. Prosser Jr.,Relating to: honoring the life and public service of Justice David T. Prosser Jr.,Engrossed,2025-02-19,Available for scheduling,2025-02-21,https://legiscan.com/WI/bill/AJR4/2025,Bill Text/bill_3111089.pdf,Bill Text/bill_3111089.txt,,,,,2025-02-10 - Introduced; 2025-02-10 - Read and referred to Committee on Rules; 2025-02-17 - Referred to calendar of 2-19-2025 pursuant to Assembly Rule 45 (1); 2025-02-19 - Rules suspended to withdraw from calendar and take up; 2025-02-19 - Adopted; 2025-02-19 - Ordered immediately messaged; 2025-02-20 - Received from Assembly; 2025-02-21 - Read and referred to committee on Senate Organization; 2025-02-21 - Available for scheduling
Assembly Joint Resolution,1971848,AJR5,2025-2026 Regular Session,Proclaiming February 2025 as Black History Month.,Relating to: proclaiming February 2025 as Black History Month.,Engrossed,2025-02-19,Available for scheduling,2025-02-21,https://legiscan.com/WI/bill/AJR5/2025,Bill Text/bill_3125680.pdf,Bill Text/bill_3125680.txt,Assembly Substitute Amendment 1,Bill Text/amendment_230161.pdf,Bill Text/amendment_230161.txt,,2025-02-17 - Introduced; 2025-02-17 - Read and referred to Committee on Rules; 2025-02-17 - Referred to calendar of 2-19-2025 pursuant to Assembly Rule 45 (1); 2025-02-19 - Assembly Substitute Amendment 1 offered by Representative Haywood; 2025-02-19 - Assembly Substitute Amendment 1 adopted; 2025-02-19 - Adopted; 2025-02-19 - Ordered immediately messaged; 2025-02-20 - Received from Assembly; 2025-02-21 - Read and referred to committee on Senate Organization; 2025-02-21 - Available for scheduling
Assembly Joint Resolution,1972625,AJR6,2025-2026 Regular Session,"Recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.","Relating to: recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.",Introduced,2025-02-17,Read and referred to Committee on Rules,2025-02-17,https://legiscan.com/WI/bill/AJR6/2025,Bill Text/bill_3126760.pdf,Bill Text/bill_3126760.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read and referred to Committee on Rules
Assembly Joint Resolution,1972847,AJR7,2025-2026 Regular Session,"Proclaiming February 4, 2025, as Transit Equity Day.","Relating to: proclaiming February 4, 2025, as Transit Equity Day.",Introduced,2025-02-17,Representative Haywood added as a coauthor,2025-02-26,https://legiscan.com/WI/bill/AJR7/2025,Bill Text/bill_3126972.pdf,Bill Text/bill_3126972.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read and referred to Committee on Rules; 2025-02-26 - Representative Haywood added as a coauthor
Assembly Joint Resolution,1972811,AJR8,2025-2026 Regular Session,Restricting the governor’s partial veto authority to only rejecting entire bill sections of an appropriation bill that are capable of separate enactment and reducing appropriations in a bill (first consideration).,To amend section 10 (1) (c) of article V of the constitution; Relating to: restricting the governor’s partial veto authority to only rejecting entire bill sections of an appropriation bill that are capable of separate enactment and reducing appropriations in a bill (first consideration).,Introduced,2025-02-17,Representative Goeben added as a coauthor,2025-02-25,https://legiscan.com/WI/bill/AJR8/2025,Bill Text/bill_3126937.pdf,Bill Text/bill_3126937.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read first time and referred to Committee on State Affairs; 2025-02-19 - Representative Tusler added as a coauthor; 2025-02-25 - Representative Goeben added as a coauthor
Assembly Joint Resolution,1972760,AJR9,2025-2026 Regular Session,Honoring the life and enduring legacy of Robert George Uecker.,Relating to: honoring the life and enduring legacy of Robert George Uecker.,Introduced,2025-02-17,Representative Rodriguez added as a coauthor,2025-02-20,https://legiscan.com/WI/bill/AJR9/2025,Bill Text/bill_3126888.pdf,Bill Text/bill_3126888.txt,,,,,2025-02-17 - Introduced; 2025-02-17 - Read and referred to Committee on Rules; 2025-02-18 - Representative Gustafson added as a coauthor; 2025-02-20 - Representative Rodriguez added as a coauthor
Assembly Joint Resolution,1981878,AJR10,2025-2026 Regular Session,The freedom to gather in places of worship during a state of emergency (second consideration).,To amend section 18 of article I of the constitution; Relating to: the freedom to gather in places of worship during a state of emergency (second consideration).,Introduced,2025-02-24,Read first time and referred to Committee on Judiciary,2025-02-24,https://legiscan.com/WI/bill/AJR10/2025,Bill Text/bill_3139098.pdf,Bill Text/bill_3139098.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Judiciary
Assembly Joint Resolution,1981989,AJR11,2025-2026 Regular Session,Honoring the life and public service of Representative Jim Soletski.,Relating to: honoring the life and public service of Representative Jim Soletski.,Introduced,2025-02-24,Representative Haywood added as a coauthor,2025-02-26,https://legiscan.com/WI/bill/AJR11/2025,Bill Text/bill_3139202.pdf,Bill Text/bill_3139202.txt,,,,,2025-02-24 - Introduced; 2025-02-24 - Read and referred to Committee on Rules; 2025-02-26 - Representative Haywood added as a coauthor
Senate Bill,1940797,SB2,2025-2026 Regular Session,Expanding veterans benefits to individuals who served in Laos in support of the United States during the Vietnam War.,"An Act to amend 45.44 (3) (c) (intro.) and 45.51 (2) (a) 1.; to create 36.27 (2) (b) 5., 36.27 (3p) (a) 1r. g., 38.24 (8) (a) 1r. g. and 45.01 (12) (fm) of the statutes; Relating to: expanding veterans benefits to individuals who served in Laos in support of the United States during the Vietnam War.",Introduced,2025-01-24,Senator Bradley added as a coauthor,2025-02-06,https://legiscan.com/WI/bill/SB2/2025,Bill Text/bill_3082231.pdf,Bill Text/bill_3082231.txt,,,,,"2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Natural Resources, Veteran and Military Affairs; 2025-01-27 - Senators Habush Sinykin and Larson added as coauthors; 2025-01-28 - Representative Udell added as a cosponsor; 2025-01-28 - Public hearing held; 2025-01-29 - Representative Joers added as a cosponsor; 2025-02-03 - Representative Roe added as a cosponsor; 2025-02-06 - Senator Bradley added as a coauthor"
Senate Bill,1941150,SB3,2025-2026 Regular Session,Requiring local approval for certain wind and solar projects before Public Service Commission approval.,"An Act to amend 66.0401 (1m) (intro.); to create 66.0401 (1r), 66.0401 (4) (h), 196.49 (4m) and 196.491 (3) (d) 9. of the statutes; Relating to: requiring local approval for certain wind and solar projects before Public Service Commission approval.",Introduced,2025-01-24,Representative Dallman added as a cosponsor,2025-02-11,https://legiscan.com/WI/bill/SB3/2025,Bill Text/bill_3080926.pdf,Bill Text/bill_3080926.txt,,,,,2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Utilities and Tourism; 2025-02-11 - Representative Dallman added as a cosponsor
Senate Bill,1940443,SB4,2025-2026 Regular Session,Agreements for direct primary care.,An Act to create 146.78 and 600.01 (1) (b) 13. of the statutes; Relating to: agreements for direct primary care.,Introduced,2025-01-24,Available for scheduling,2025-02-21,https://legiscan.com/WI/bill/SB4/2025,Bill Text/bill_3080742.pdf,Bill Text/bill_3080742.txt,,,,,"2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Health; 2025-02-06 - Senator Tomczyk added as a coauthor; 2025-02-12 - Public hearing held; 2025-02-21 - Report passage recommended by Committee on Health, Ayes 3, Noes 2; 2025-02-21 - Available for scheduling"
Senate Bill,1940622,SB5,2025-2026 Regular Session,Battery or threat to jurors and providing a penalty.,"An Act to renumber and amend 940.20 (3) (title) and 940.20 (3); to amend 48.685 (2) (bb), 48.685 (5) (bm) 4., 48.686 (1) (c) 9., 48.686 (1) (c) 12., 48.686 (2) (bb), 50.065 (2) (bb), 165.70 (1) (b), 165.84 (7) (ab) 2., 301.048 (2) (bm) 1. a., 767.461 (4), 940.03, 941.29 (1g) (a), 941.291 (1) (b), 941.39 (title), 946.82 (4), 949.03 (2), 968.26 (1b) (a) 2. a., 969.08 (10) (b), 973.049 (2) and 973.123 (1); to create 939.22 (21) (es), 940.202 (1) and (3) and 941.38 (1) (b) 5s. of the statutes; Relating to: battery or threat to jurors and providing a penalty.",Introduced,2025-01-24,Public hearing held,2025-02-18,https://legiscan.com/WI/bill/SB5/2025,Bill Text/bill_3081177.pdf,Bill Text/bill_3081177.txt,,,,,2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-18 - Public hearing held
Senate Bill,1940974,SB6,2025-2026 Regular Session,Impoundment of vehicles used in certain traffic offenses.,An Act to create 345.13 of the statutes; Relating to: impoundment of vehicles used in certain traffic offenses.,Introduced,2025-01-24,Available for scheduling,2025-02-18,https://legiscan.com/WI/bill/SB6/2025,Bill Text/bill_3080683.pdf,Bill Text/bill_3080683.txt,Senate Amendment 1; Senate Amendment 2,Bill Text/amendment_226247.pdf; Bill Text/amendment_226536.pdf,Bill Text/amendment_226247.txt; Bill Text/amendment_226536.txt,,"2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-06 - Public hearing held; 2025-02-10 - Senate Amendment 1 offered by Senator Jacque; 2025-02-11 - Senate Amendment 2 offered by Senator Jacque; 2025-02-18 - Executive action taken; 2025-02-18 - Report adoption of Senate Amendment 1 recommended by Committee on Judiciary and Public Safety, Ayes 5, Noes 3; 2025-02-18 - Report adoption of Senate Amendment 2 recommended by Committee on Judiciary and Public Safety, Ayes 5, Noes 3; 2025-02-18 - Report passage as amended recommended by Committee on Judiciary and Public Safety, Ayes 5, Noes 3; 2025-02-18 - Available for scheduling"
Senate Bill,1940268,SB7,2025-2026 Regular Session,Prohibiting a foreign adversary from acquiring agricultural or forestry land in this state.,"An Act to renumber and amend 710.02 (1) and 710.02 (9); to amend 710.02 (2) (intro.), 710.02 (3), 710.02 (5) (a) (intro.), 710.02 (5) (a) 1., 710.02 (5) (a) 2. and 710.02 (6); and to create 710.02 (1g), 710.02 (1r) (d) and 710.02 (9) (b) of the statutes; Relating to: prohibiting a foreign adversary from acquiring agricultural or forestry land in this state.",Introduced,2025-01-24,Read first time and referred to Committee on Agriculture and Revenue,2025-01-24,https://legiscan.com/WI/bill/SB7/2025,Bill Text/bill_3080889.pdf,Bill Text/bill_3080889.txt,,,,,2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Agriculture and Revenue
Senate Bill,1940090,SB8,2025-2026 Regular Session,Repair and replacement of implements of husbandry under warranty.,An Act to create subchapter XI of chapter 218 [precedes 218.60] of the statutes; Relating to: repair and replacement of implements of husbandry under warranty.,Introduced,2025-01-24,Representative Donovan added as a cosponsor,2025-01-29,https://legiscan.com/WI/bill/SB8/2025,Bill Text/bill_3080792.pdf,Bill Text/bill_3080792.txt,,,,,2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Transportation and Local Government; 2025-01-27 - Representative Tranel added as a cosponsor; 2025-01-29 - Representative Donovan added as a cosponsor
Senate Bill,1941326,SB9,2025-2026 Regular Session,Special registration plates with white lettering on a black background. (FE),"An Act to amend 341.14 (6r) (e) and 341.14 (6r) (fm) 7.; to create 341.14 (6r) (b) 23., 341.14 (6r) (cm) and 341.14 (6r) (f) 70. of the statutes; Relating to: special registration plates with white lettering on a black background. (FE)",Introduced,2025-01-24,Read first time and referred to Committee on Transportation and Local Government,2025-01-24,https://legiscan.com/WI/bill/SB9/2025,Bill Text/bill_3082233.pdf,Bill Text/bill_3082233.txt,,,,,2025-01-24 - Introduced; 2025-01-24 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1952176,SB10,2025-2026 Regular Session,Access to public high schools for military recruiters.,An Act to amend 119.04 (1); to create 118.40 (4) (ar) 3. and 120.12 (29) of the statutes; Relating to: access to public high schools for military recruiters.,Introduced,2025-02-03,Read first time and referred to Committee on Education,2025-02-03,https://legiscan.com/WI/bill/SB10/2025,Bill Text/bill_3096019.pdf,Bill Text/bill_3096019.txt,,,,,2025-02-03 - Introduced; 2025-02-03 - Read first time and referred to Committee on Education
Senate Bill,1951782,SB11,2025-2026 Regular Session,Allowing representatives of certain federally chartered youth membership organizations to provide information to pupils on public school property.,An Act to amend 119.04 (1); to create 118.065 of the statutes; Relating to: allowing representatives of certain federally chartered youth membership organizations to provide information to pupils on public school property.,Introduced,2025-02-03,Read first time and referred to Committee on Education,2025-02-03,https://legiscan.com/WI/bill/SB11/2025,Bill Text/bill_3095654.pdf,Bill Text/bill_3095654.txt,,,,,2025-02-03 - Introduced; 2025-02-03 - Read first time and referred to Committee on Education
Senate Bill,1951939,SB12,2025-2026 Regular Session,A sales and use tax exemption for the sale of gun safes. (FE),An Act to amend 77.52 (13) and 77.53 (10); to create 77.54 (75) of the statutes; Relating to: a sales and use tax exemption for the sale of gun safes. (FE),Introduced,2025-02-03,Senate Substitute Amendment 1 offered by Senator Wanggaard,2025-02-27,https://legiscan.com/WI/bill/SB12/2025,Bill Text/bill_3095799.pdf,Bill Text/bill_3095799.txt,Senate Substitute Amendment 1,Bill Text/amendment_232838.pdf,Bill Text/amendment_232838.txt,,2025-02-03 - Introduced; 2025-02-03 - Read first time and referred to Committee on Agriculture and Revenue; 2025-02-12 - Fiscal estimate received; 2025-02-27 - Senate Substitute Amendment 1 offered by Senator Wanggaard
Senate Bill,1951860,SB13,2025-2026 Regular Session,Incorporating cursive writing into the state model English language arts standards and requiring cursive writing in elementary grades. (FE),"An Act to create 115.28 (55p), 118.40 (2r) (b) 2. m., 118.40 (2x) (b) 2. m., 118.60 (2) (a) 10., 119.23 (2) (a) 10. and 121.02 (1) (k) 4. of the statutes; Relating to: incorporating cursive writing into the state model English language arts standards and requiring cursive writing in elementary grades. (FE)",Introduced,2025-02-03,Fiscal estimate received,2025-02-14,https://legiscan.com/WI/bill/SB13/2025,Bill Text/bill_3095726.pdf,Bill Text/bill_3095726.txt,,,,,2025-02-03 - Introduced; 2025-02-03 - Read first time and referred to Committee on Education; 2025-02-14 - Fiscal estimate received
Senate Bill,1952020,SB14,2025-2026 Regular Session,Pelvic exams on unconscious patients and creating an administrative rule related to hospital requirements for pelvic exams on unconscious patients.,An Act to create 50.373 of the statutes; Relating to: pelvic exams on unconscious patients and creating an administrative rule related to hospital requirements for pelvic exams on unconscious patients.,Introduced,2025-02-03,Representatives Joers and Udell added as cosponsors,2025-02-24,https://legiscan.com/WI/bill/SB14/2025,Bill Text/bill_3095873.pdf,Bill Text/bill_3095873.txt,Senate Amendment 1,Bill Text/amendment_226462.pdf,Bill Text/amendment_226462.txt,,"2025-02-03 - Introduced; 2025-02-03 - Read first time and referred to Committee on Health; 2025-02-10 - Senator Wirch added as a coauthor; 2025-02-10 - Representative Sinicki added as a cosponsor; 2025-02-10 - Senate Amendment 1 offered by Senator Jacque; 2025-02-11 - Representative Stubbs added as a cosponsor; 2025-02-12 - Public hearing held; 2025-02-13 - Representative Vining added as a cosponsor; 2025-02-14 - Representative Emerson added as a cosponsor; 2025-02-20 - Representative Roe added as a cosponsor; 2025-02-21 - Report adoption of Senate Amendment 1 recommended by Committee on Health, Ayes 5, Noes 0; 2025-02-21 - Report passage as amended recommended by Committee on Health, Ayes 5, Noes 0; 2025-02-21 - Available for scheduling; 2025-02-24 - Representatives Joers and Udell added as cosponsors"
Senate Bill,1956486,SB15,2025-2026 Regular Session,Increased penalties for crimes against adults at risk; restraining orders for adults at risk; freezing assets of a defendant charged with financial exploitation of an adult at risk; sexual assault of an adult at risk; and providing a penalty.,"An Act to renumber 940.198 (1) (a) and 971.109 (1) (a); to renumber and amend 939.623 (1); to amend 343.12 (7) (c) 9j., 813.12 (5b), 813.123 (6g), 813.125 (5b), 911.01 (4) (c), 939.623 (title), 939.623 (2) (intro.), 939.623 (3), 940.198 (title), 940.198 (1) (b), 940.198 (2) (a), 940.198 (2) (b), 940.198 (2) (c), 940.198 (3) (a), 940.198 (3) (b), 940.198 (3) (c), 940.198 (4), 971.109 (title), 971.109 (2) (a) and 971.109 (2) (c); and to create 813.12 (1) (ab), 813.125 (1) (am) 2., 939.623 (1) (b), 940.198 (1) (ag), 940.225 (1) (e) and 971.109 (1) (ac) of the statutes; Relating to: increased penalties for crimes against adults at risk; restraining orders for adults at risk; freezing assets of a defendant charged with financial exploitation of an adult at risk; sexual assault of an adult at risk; and providing a penalty.",Introduced,2025-02-05,Public hearing held,2025-02-18,https://legiscan.com/WI/bill/SB15/2025,Bill Text/bill_3101231.pdf,Bill Text/bill_3101231.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-18 - Representative Tenorio withdrawn as a cosponsor; 2025-02-18 - Public hearing held
Senate Bill,1956231,SB16,2025-2026 Regular Session,Participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.,"An Act to amend 19.32 (1) and 19.82 (1); to create 19.32 (1db), 19.36 (17) and (18), 19.82 (1m) and 118.1335 of the statutes; Relating to: participation in interscholastic athletics and application of the public records and open meetings laws to interscholastic athletic associations.",Introduced,2025-02-05,Representative Tusler added as a cosponsor,2025-02-19,https://legiscan.com/WI/bill/SB16/2025,Bill Text/bill_3101003.pdf,Bill Text/bill_3101003.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Education; 2025-02-19 - Representative Tusler added as a cosponsor
Senate Bill,1956294,SB17,2025-2026 Regular Session,Special circumstances battery to a community service officer and providing a penalty.,"An Act to amend 940.203 (2) (intro.), (a) and (b) of the statutes; Relating to: special circumstances battery to a community service officer and providing a penalty.",Introduced,2025-02-05,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-05,https://legiscan.com/WI/bill/SB17/2025,Bill Text/bill_3101058.pdf,Bill Text/bill_3101058.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1956200,SB18,2025-2026 Regular Session,Changes to the educational assessment program and the school and school district accountability report. (FE),An Act to renumber and amend 115.385 (1) (b); to amend 115.385 (1) (c); to create 115.385 (1) (b) 2m. and 118.30 (1j) of the statutes; Relating to: changes to the educational assessment program and the school and school district accountability report. (FE),Introduced,2025-02-05,Fiscal estimate received,2025-02-17,https://legiscan.com/WI/bill/SB18/2025,Bill Text/bill_3100974.pdf,Bill Text/bill_3100974.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Education; 2025-02-17 - Fiscal estimate received
Senate Bill,1956420,SB19,2025-2026 Regular Session,Fee waivers for state park vehicle admission receipts to pupils with Every Kid Outdoors passes. (FE),An Act to amend 27.01 (9) (bn) (title); to create 27.01 (9) (bg) of the statutes; Relating to: fee waivers for state park vehicle admission receipts to pupils with Every Kid Outdoors passes. (FE),Introduced,2025-02-05,Fiscal estimate received,2025-03-04,https://legiscan.com/WI/bill/SB19/2025,Bill Text/bill_3101172.pdf,Bill Text/bill_3101172.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Financial Institutions and Sporting Heritage; 2025-02-10 - Representative Udell added as a cosponsor; 2025-03-04 - Fiscal estimate received
Senate Bill,1956453,SB20,2025-2026 Regular Session,Allowing certain married persons to claim the earned income tax credit when filing a separate return. (FE),An Act to amend 71.07 (9e) (b); to create 71.07 (9e) (ar) of the statutes; Relating to: allowing certain married persons to claim the earned income tax credit when filing a separate return. (FE),Introduced,2025-02-05,Fiscal estimate received,2025-02-14,https://legiscan.com/WI/bill/SB20/2025,Bill Text/bill_3101201.pdf,Bill Text/bill_3101201.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Agriculture and Revenue; 2025-02-06 - Representative Maxey added as a cosponsor; 2025-02-07 - Representative Palmeri added as a cosponsor; 2025-02-14 - Fiscal estimate received
Senate Bill,1956554,SB21,2025-2026 Regular Session,"Creating an employee ownership conversion costs tax credit, a deduction for capital gains from the transfer of a business to employee ownership, and an employee ownership education and outreach program. (FE)","An Act to amend 71.05 (6) (a) 15., 71.21 (4) (a), 71.26 (2) (a) 4., 71.34 (1k) (g) and 71.45 (2) (a) 10.; to create 71.05 (6) (b) 57., 71.07 (12), 71.10 (4) (em), 71.26 (2) (a) 13., 71.28 (12), 71.30 (3) (am), 71.45 (2) (a) 25., 71.47 (12), 71.49 (1) (am), 73.03 (78) and 73.03 (79) of the statutes; Relating to: creating an employee ownership conversion costs tax credit, a deduction for capital gains from the transfer of a business to employee ownership, and an employee ownership education and outreach program. (FE)",Introduced,2025-02-05,Fiscal estimate received,2025-02-19,https://legiscan.com/WI/bill/SB21/2025,Bill Text/bill_3101296.pdf,Bill Text/bill_3101296.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Agriculture and Revenue; 2025-02-19 - Fiscal estimate received
Senate Bill,1956131,SB22,2025-2026 Regular Session,"Requiring school boards to make textbooks, curricula, and instructional materials available for inspection by school district residents.","An Act to amend 118.03 (1) and 118.03 (4); to create 118.03 (1m) and 118.032 of the statutes; Relating to: requiring school boards to make textbooks, curricula, and instructional materials available for inspection by school district residents.",Introduced,2025-02-05,Representative Gustafson added as a cosponsor,2025-02-18,https://legiscan.com/WI/bill/SB22/2025,Bill Text/bill_3100912.pdf,Bill Text/bill_3100912.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Education; 2025-02-18 - Representative Gustafson added as a cosponsor
Senate Bill,1956325,SB23,2025-2026 Regular Session,Extension of eligibility under the Medical Assistance program for postpartum women. (FE),"An Act to amend 49.46 (1) (a) 1m., 49.46 (1) (j), 49.47 (4) (ag) 2., 49.471 (6) (b) and 49.471 (7) (b) 1. of the statutes; Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)",Introduced,2025-02-05,Available for scheduling,2025-02-21,https://legiscan.com/WI/bill/SB23/2025,Bill Text/bill_3101086.pdf,Bill Text/bill_3101086.txt,,,,,"2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Health; 2025-02-06 - Representative Summerfield added as a cosponsor; 2025-02-06 - Senators Carpenter and L. Johnson added as coauthors; 2025-02-12 - Public hearing held; 2025-02-19 - Fiscal estimate received; 2025-02-21 - Report passage recommended by Committee on Health, Ayes 5, Noes 0; 2025-02-21 - Available for scheduling"
Senate Bill,1956356,SB24,2025-2026 Regular Session,"Limitations on the total value of taxable property that may be included in, and the lifespan of, a tax incremental financing district created in the city of Middleton. (FE)","An Act to create 66.1105 (6) (g) 7. and 66.1105 (17) (h) of the statutes; Relating to: limitations on the total value of taxable property that may be included in, and the lifespan of, a tax incremental financing district created in the city of Middleton. (FE)",Introduced,2025-02-05,Fiscal estimate received,2025-02-20,https://legiscan.com/WI/bill/SB24/2025,Bill Text/bill_3101113.pdf,Bill Text/bill_3101113.txt,,,,,"2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Government Operations, Labor and Economic Development; 2025-02-11 - Representative McCarville added as a cosponsor; 2025-02-20 - Fiscal estimate received"
